assistant_spans,assistant_text_spans,assistant_tool_call_spans,boundary_masked_characters,boundary_masked_texts,boundary_merged_spans,boundary_non_whitespace_characters,characters,dataset_index,length_bin,masked_tokens,messages,over_max_model_len,status,supervised_fraction,supervised_tokens,task_id,tokens,tool_results,trajectory_id
16,4,12,2,"[""\n\n""]",1,0,43262,147,12289-32768,11495,33,False,ok,0.16168319719953325,2217,23,13712,12,bbc54ca8-c26f-4c17-9fe8-0bf5d9a6b0e3
15,4,11,2,"[""\n\n""]",1,0,37260,148,08193-12288,10151,31,False,ok,0.12325099326308517,1427,95,11578,11,499fecc1-0050-48a9-93f9-4a7f7b71f8a4
12,5,7,2,"[""\n\n""]",1,0,31079,149,08193-12288,7852,25,False,ok,0.11146316623288446,985,84,8837,7,0394fda9-3c73-4d0f-ae4f-8b627eaac039
15,5,10,2,"[""\n\n""]",1,0,37618,150,08193-12288,9243,31,False,ok,0.15804335944616504,1735,78,10978,10,765a3a55-5f55-479f-8250-cb7974b8c369
16,4,12,2,"[""\n\n""]",1,0,42970,151,12289-32768,11553,33,False,ok,0.14561455406005028,1969,23,13522,12,525547fc-d330-4a72-8d3e-cf45653e64da
10,4,6,2,"[""\n\n""]",1,0,29534,152,04097-08192,7096,21,False,ok,0.13092467850581752,1069,14,8165,6,fb947da1-1047-4733-88b2-36b161f66e0b
13,4,9,0,[],0,0,34814,153,08193-12288,8634,27,False,ok,0.13720395722993906,1373,78,10007,9,a674fba9-cb1b-48ac-a8e5-78e18f7ff038
12,5,7,4,"[""\n\n"", ""\n\n""]",2,0,32804,154,08193-12288,8129,25,False,ok,0.15225779539055168,1460,92,9589,7,25adc5d7-7403-4a74-b6d6-490ceb362c16
10,5,5,4,"[""\n\n"", ""\n\n""]",2,0,30193,155,08193-12288,7384,21,False,ok,0.13617220402433317,1164,75,8548,5,3abdad86-387c-4462-8c89-8f20a5d33f2e
15,4,11,2,"[""\n\n""]",1,0,34057,156,08193-12288,8457,31,False,ok,0.13554124501686599,1326,87,9783,11,a4eae6a0-11e8-4a87-b2a2-7345a8fb1883
12,4,8,2,"[""\n\n""]",1,0,32683,157,08193-12288,8202,25,False,ok,0.10731388767958207,986,81,9188,8,0358d718-b59f-4c9d-af5f-ebb9809b9881
17,7,10,4,"[""\n\n"", ""\n\n""]",2,0,40737,158,08193-12288,9951,35,False,ok,0.17753533349863626,2148,72,12099,10,abcc3db0-4227-40cd-b3b2-71b4286e4b62
18,6,12,2,"[""\n\n""]",1,0,43542,159,12289-32768,11587,37,False,ok,0.15773787889801555,2170,23,13757,12,d5111d3f-3537-4226-aa88-54835eaedd0f
18,5,13,2,"[""\n\n""]",1,0,41026,160,12289-32768,10276,37,False,ok,0.16981741799967684,2102,0,12378,13,23975e3a-a98f-491d-88dd-b167de0e2514
11,4,7,2,"[""\n\n""]",1,0,32343,161,08193-12288,8076,23,False,ok,0.14917825537294563,1416,92,9492,7,82ff76a8-ffa0-4cc5-8334-6cab87a96c4f
10,4,6,2,"[""\n\n""]",1,0,30704,162,08193-12288,7700,21,False,ok,0.10308677926616192,885,34,8585,6,e4c06d43-e600-4eba-aabc-70425206f9e2
12,4,8,2,"[""\n\n""]",1,0,30440,163,08193-12288,7745,25,False,ok,0.09010808270676691,767,113,8512,8,a59c39ef-91a7-4981-8d70-660f9eafd523
12,5,7,4,"[""\n\n"", ""\n\n""]",2,0,32435,164,08193-12288,7933,25,False,ok,0.15552480306578667,1461,82,9394,7,7f7ad520-6f40-40a4-8e05-b5bad0b22b3d
11,4,7,2,"[""\n\n""]",1,0,30994,165,08193-12288,7820,23,False,ok,0.11588468061051442,1025,84,8845,7,115d0803-20b8-44bb-859d-55be5d0c8634
10,5,5,4,"[""\n\n"", ""\n\n""]",2,0,30337,166,08193-12288,7399,21,False,ok,0.13096077049565422,1115,75,8514,5,c5563a5c-e63f-4ee6-aa27-3145a376a23a
11,3,8,2,"[""\n\n""]",1,0,36862,167,08193-12288,10071,23,False,ok,0.13397540631180668,1558,95,11629,8,aec34c4a-d077-46b1-be4e-61db5515f219
7,5,2,4,"[""\n\n"", ""\n\n""]",2,0,24523,168,04097-08192,5521,15,False,ok,0.10213042771182305,628,57,6149,2,61db97ba-4a8e-4a15-80bf-e2fcfb3b9b24
10,4,6,2,"[""\n\n""]",1,0,29351,169,04097-08192,7113,21,False,ok,0.11716519796450292,944,14,8057,6,4ba9fa0b-fbbc-4630-91fd-30e42ccde693
18,6,12,4,"[""\n\n"", ""\n\n""]",2,0,43741,170,12289-32768,11572,37,False,ok,0.1619351100811124,2236,23,13808,12,a8df0bec-a3ec-4a6c-bd94-fdcbd286e6b4
13,4,9,0,[],0,0,34209,171,08193-12288,8561,27,False,ok,0.13183247135178988,1300,78,9861,9,e25d2b1e-d83e-4609-b0d0-02cd97631b91
12,4,8,2,"[""\n\n""]",1,0,33005,172,08193-12288,8193,25,False,ok,0.12299293513166346,1149,81,9342,8,a922f4eb-89b5-425b-8bf6-bf260d44a87a
11,6,5,2,"[""\n\n""]",1,0,29205,173,04097-08192,6813,23,False,ok,0.15523868567885926,1252,47,8065,5,40516ef6-91b3-41db-915f-fad1bb4f4f60
15,4,11,2,"[""\n\n""]",1,0,33571,174,08193-12288,8446,31,False,ok,0.12376802572881004,1193,87,9639,11,50b190ce-73a0-4c0a-8a1e-3f1a5606b0e1
13,4,9,4,"[""\n\n"", ""\n\n""]",2,0,31888,175,08193-12288,8053,27,False,ok,0.11524939573720061,1049,85,9102,9,32d65220-9c4a-4f4f-b8a1-47ab51364aaa
11,4,7,2,"[""\n\n""]",1,0,31144,176,08193-12288,7843,23,False,ok,0.1185659698808721,1055,84,8898,7,0a712daa-ff7a-4b11-ad12-8fadda5b4954
14,4,10,4,"[""\n\n"", ""\n\n""]",2,0,38204,177,08193-12288,10114,29,False,ok,0.11714385474860335,1342,1,11456,10,7fb6f00e-1328-43a5-8119-ca7cac111cba
13,5,8,4,"[""\n\n"", ""\n\n""]",2,0,30677,178,08193-12288,7770,27,False,ok,0.09207758822154709,788,113,8558,8,6b044761-0ad3-4da5-bd19-af8fd5d3266f
12,4,8,2,"[""\n\n""]",1,0,33116,179,08193-12288,8198,25,False,ok,0.12198779051087073,1139,81,9337,8,951b6b0d-cb01-4458-ae0a-acf03c6d9487
15,7,8,6,"[""\n\n"", ""\n\n"", ""\n\n""]",3,0,40228,180,08193-12288,9056,31,False,ok,0.21782691311107272,2522,109,11578,8,f32bb6f7-1538-4707-a0bb-3d9549efb31f
11,4,7,2,"[""\n\n""]",1,0,31680,181,08193-12288,8027,23,False,ok,0.12901475694444445,1189,92,9216,7,ba0e37a9-690d-4ea2-8042-03b2af864879
12,6,6,2,"[""\n\n""]",1,0,33213,182,08193-12288,8008,25,False,ok,0.1445358401880141,1353,63,9361,6,563f0de3-f910-4d3c-8ff0-b7f09ce5e31c
11,4,7,2,"[""\n\n""]",1,0,31163,183,08193-12288,7833,23,False,ok,0.1182033096926714,1050,84,8883,7,0795b9a6-44bb-4e4a-8a88-b7905b438735
17,7,10,6,"[""\n\n"", ""\n\n"", ""\n\n""]",3,0,41527,184,08193-12288,9955,35,False,ok,0.18628412620565638,2279,72,12234,10,efe58c54-26f8-4206-9a52-066641f58cae
14,4,10,2,"[""\n\n""]",1,0,38097,185,08193-12288,9762,29,False,ok,0.16234769177964647,1892,2,11654,10,13dae9f2-d15c-45dc-ad8b-dc6d23fbae3b
12,5,7,2,"[""\n\n""]",1,0,30927,186,08193-12288,7395,25,False,ok,0.14764868603042877,1281,46,8676,7,0fea7d92-d9c1-4721-92cb-cb38189f56b5
14,4,10,4,"[""\n\n"", ""\n\n""]",2,0,38242,187,08193-12288,9445,29,False,ok,0.18069049271339346,2083,3,11528,10,8ac90fff-744d-478f-9375-c1a0d1e698f2
10,4,6,2,"[""\n\n""]",1,0,32071,188,08193-12288,7810,21,False,ok,0.12316155832491299,1097,34,8907,6,6a12476d-7b09-4a88-9a48-fe6c37c70658
9,4,5,0,[],0,0,26569,189,04097-08192,6114,19,False,ok,0.1353415358506576,957,10,7071,5,91b6087f-18a7-492e-92dc-3301d9af2f69
15,4,11,2,"[""\n\n""]",1,0,33764,190,08193-12288,8455,31,False,ok,0.12906880922950145,1253,87,9708,11,bee1d321-895c-491c-980f-1b6aea8aaf94
11,3,8,0,[],0,0,29949,191,08193-12288,7717,23,False,ok,0.08468746293440874,714,113,8431,8,7ece6d6d-334f-4c1d-830a-66e8773232b7
13,5,8,2,"[""\n\n""]",1,0,38844,192,08193-12288,8856,27,False,ok,0.23443983402489627,2712,109,11568,8,b7ddc7cc-516d-4118-9380-ac74e556c14c
14,6,8,4,"[""\n\n"", ""\n\n""]",2,0,36858,193,08193-12288,9451,29,False,ok,0.15077724862970618,1678,6,11129,8,64872629-7ba8-4ea8-a497-208a1c4f65a6
12,5,7,4,"[""\n\n"", ""\n\n""]",2,0,36360,194,08193-12288,8740,25,False,ok,0.1769469818250306,1879,72,10619,7,e0ad486a-e424-4038-af40-eb6b3d63385b
16,6,10,2,"[""\n\n""]",1,0,36538,195,08193-12288,8912,33,False,ok,0.17190113361828657,1850,28,10762,10,54aa3cde-8eab-4a23-ab27-9b349193b5c3
17,5,12,2,"[""\n\n""]",1,0,39997,196,08193-12288,10267,35,False,ok,0.14704660629725014,1770,0,12037,12,b36ca0ba-c710-4f92-ad2e-0588c1e08efd
14,6,8,6,"[""\n\n"", ""\n\n"", ""\n\n""]",3,0,37246,197,08193-12288,9458,29,False,ok,0.16426614827251038,1859,7,11317,8,51f7d0be-6459-4fb4-9002-6718d4714369
12,5,7,4,"[""\n\n"", ""\n\n""]",2,0,34610,198,08193-12288,7907,25,False,ok,0.19258654140712755,1886,83,9793,7,43c0cc78-d007-4815-95f8-a7881c987798
12,6,6,4,"[""\n\n"", ""\n\n""]",2,0,34893,199,08193-12288,7998,25,False,ok,0.18153909128121162,1774,63,9772,6,360d2c1c-58ca-4769-b62c-f603397d3cc3
12,6,6,6,"[""\n\n"", ""\n\n"", ""\n\n""]",3,0,30260,200,04097-08192,6799,25,False,ok,0.14959349593495935,1196,69,7995,6,28948ad7-3b66-4408-939c-0d36a020da67
19,4,15,0,[],0,0,52310,201,12289-32768,11004,39,False,ok,0.295067264573991,4606,99,15610,15,110a383a-c797-4a33-8f82-68d80c9b31f8
12,6,6,4,"[""\n\n"", ""\n\n""]",2,0,32624,202,08193-12288,7510,25,False,ok,0.17716664840582885,1617,46,9127,6,87b5891b-937b-46de-9406-d1b7b215d0d8
13,5,8,4,"[""\n\n"", ""\n\n""]",2,0,41288,203,12289-32768,10329,27,False,ok,0.17381219004959206,2173,19,12502,8,f2efc3db-125e-47fa-afa3-7ae583e205d0
13,5,8,0,[],0,0,36143,204,08193-12288,8668,27,False,ok,0.18846549948506694,2013,109,10681,8,40c89696-eca6-4729-8748-6e9bf93b4e5c
11,6,5,2,"[""\n\n""]",1,0,30736,205,08193-12288,7230,23,False,ok,0.15250263743992498,1301,80,8531,5,928354cf-cde3-4d4b-8db6-4db082bc38a1
9,4,5,2,"[""\n\n""]",1,0,30652,206,08193-12288,7801,19,False,ok,0.11633439057544177,1027,15,8828,5,15425a2b-0a9d-415b-9f32-0d2e9e0457bb
15,7,8,2,"[""\n\n""]",1,0,35390,207,08193-12288,8647,31,False,ok,0.15000491497100168,1526,63,10173,8,c4142fb0-8aad-4f86-94d3-2c3220bb4602
11,5,6,2,"[""\n\n""]",1,0,35713,208,08193-12288,8905,23,False,ok,0.1654952675475588,1766,0,10671,6,04197274-b907-4f3e-bb4b-5747f0251d92
10,3,7,0,[],0,0,29910,209,08193-12288,7392,21,False,ok,0.10530137981118373,870,25,8262,7,01a641a4-7873-4bf0-8623-2bb2b9ef1220
13,5,8,2,"[""\n\n""]",1,0,30384,210,08193-12288,7771,27,False,ok,0.08769664240432026,747,113,8518,8,2deda3d2-6ffc-41f1-8b86-fec4cbf07a5f
16,5,11,4,"[""\n\n"", ""\n\n""]",2,0,38611,211,08193-12288,9774,33,False,ok,0.16916014960897655,1990,4,11764,11,efe7359e-f3a1-45be-94d4-7acc68f71458
14,4,10,2,"[""\n\n""]",1,0,36363,212,08193-12288,9454,29,False,ok,0.1326605504587156,1446,3,10900,10,ca29bcc8-cd39-4a79-82e8-fb8b40a3771e
14,6,8,4,"[""\n\n"", ""\n\n""]",2,0,36455,213,08193-12288,8674,29,False,ok,0.19446508172362556,2094,91,10768,8,72af1d8f-ac88-46d5-aad1-941394f0dcc6
14,4,10,2,"[""\n\n""]",1,0,37024,214,08193-12288,9712,29,False,ok,0.154006968641115,1768,2,11480,10,7ca6a43a-24c6-49f6-8a4e-8d8376310b4f
12,5,7,2,"[""\n\n""]",1,0,35289,215,08193-12288,8635,25,False,ok,0.1527668759811617,1557,63,10192,7,8ee3e028-2eef-4db8-9af5-90d1a9288d95
15,7,8,6,"[""\n\n"", ""\n\n"", ""\n\n""]",3,0,37732,216,08193-12288,9529,31,False,ok,0.1698031015856421,1949,6,11478,8,f4b3bfa7-3aa9-4cce-94e0-3a51fba6a22c
12,4,8,2,"[""\n\n""]",1,0,35375,217,08193-12288,8898,25,False,ok,0.14442307692307693,1502,16,10400,8,9305be6b-e2cc-420c-9b0f-ecd1eab8d533
13,4,9,4,"[""\n\n"", ""\n\n""]",2,0,33009,218,08193-12288,8071,27,False,ok,0.13725280598610368,1284,85,9355,9,8c6818b6-7f14-4ced-971a-2a99cb7967a4
16,8,8,8,"[""\n\n"", ""\n\n"", ""\n\n"", ""\n\n""]",4,0,38347,219,08193-12288,9555,33,False,ok,0.17834723535987618,2074,8,11629,8,f407f4d4-fbfb-456a-a53f-96c37722c303
12,6,6,2,"[""\n\n""]",1,0,32866,220,08193-12288,7824,25,False,ok,0.1563510890662066,1450,80,9274,6,5049e38b-e3dd-48f6-bcd5-e926c48bab4b
14,4,10,2,"[""\n\n""]",1,0,45586,221,12289-32768,10565,29,False,ok,0.2428694281209689,3389,29,13954,10,643bdb58-4e52-4270-bfbf-acc015a170f4
11,6,5,4,"[""\n\n"", ""\n\n""]",2,0,29788,222,08193-12288,6876,23,False,ok,0.16268874817340478,1336,13,8212,5,ec5e15c0-0751-45da-acd0-1c5b8c9741ef
16,6,10,2,"[""\n\n""]",1,0,36998,223,08193-12288,8813,33,False,ok,0.20063492063492064,2212,91,11025,10,bf6c3c21-94d0-4c7a-a2e6-d12674e62fb7
12,4,8,2,"[""\n\n""]",1,0,30438,224,08193-12288,7736,25,False,ok,0.09052433576299083,770,113,8506,8,dd9c18eb-0c91-44f3-99f8-029b24b3bd5f
13,4,9,2,"[""\n\n""]",1,0,36174,225,08193-12288,9958,27,False,ok,0.11641526175687666,1312,14,11270,9,3bd598aa-bfd4-46f1-add6-46af6b97acfe
11,4,7,0,[],0,0,33328,226,08193-12288,8954,23,False,ok,0.0957382347000606,948,15,9902,7,5d910e50-499a-4c7d-8e4e-e1fae56844af
12,6,6,2,"[""\n\n""]",1,0,36191,227,08193-12288,8889,25,False,ok,0.16299435028248588,1731,0,10620,6,bacd4d1c-ea93-434b-aa2d-d80ae67280e9
15,4,11,2,"[""\n\n""]",1,0,48834,228,12289-32768,10973,31,False,ok,0.26562709142015795,3969,99,14942,11,0126f348-9917-4923-a1af-30f29d57081e
11,5,6,4,"[""\n\n"", ""\n\n""]",2,0,31693,229,08193-12288,7402,23,False,ok,0.16465410224579619,1459,47,8861,6,d7fe7994-337d-4019-aafa-2b71d1ed2c4f
11,6,5,4,"[""\n\n"", ""\n\n""]",2,0,31207,230,08193-12288,7284,23,False,ok,0.154006968641115,1326,80,8610,5,1e6065cd-cc06-4963-bd38-63577e9a3aa7
9,4,5,2,"[""\n\n""]",1,0,26739,231,04097-08192,6106,19,False,ok,0.14313780522031996,1020,10,7126,5,672af9eb-6ed1-4026-9cc7-2a3a090ad572
12,5,7,2,"[""\n\n""]",1,0,33689,232,08193-12288,8182,25,False,ok,0.15536285743780323,1505,96,9687,7,4785a59d-e9b4-4859-9c74-985639787c44
17,4,13,2,"[""\n\n""]",1,0,46333,233,12289-32768,12745,35,False,ok,0.14151960123939109,2101,98,14846,13,2b1ba4de-cbd5-4bd6-b33d-055da4961b87
11,4,7,0,[],0,0,32419,234,08193-12288,8791,23,False,ok,0.11381048387096775,1129,89,9920,7,e6171b9f-84e6-4404-9399-70ead5ebc9ec
14,4,10,2,"[""\n\n""]",1,0,36863,235,08193-12288,9455,29,False,ok,0.14673765905604189,1626,3,11081,10,45b30951-0528-48f6-8f12-73b5a882f77c
17,7,10,4,"[""\n\n"", ""\n\n""]",2,0,44397,236,12289-32768,11291,35,False,ok,0.19199942750822957,2683,91,13974,10,03167844-a09c-4a4a-8ff2-da129bf73040
11,4,7,2,"[""\n\n""]",1,0,32064,237,08193-12288,7932,23,False,ok,0.1427645088079542,1321,14,9253,7,d1f11718-458f-4323-bef4-382737f6324f
14,6,8,6,"[""\n\n"", ""\n\n"", ""\n\n""]",3,0,35505,238,08193-12288,8917,29,False,ok,0.1455538520505941,1519,16,10436,8,9c403ede-ab2b-4ae5-9527-5f270771bdf6
14,4,10,2,"[""\n\n""]",1,0,38530,239,08193-12288,10094,29,False,ok,0.12726958326128307,1472,1,11566,10,990ed2ff-8685-43a8-9cf1-4df0d18fc4c8
12,6,6,6,"[""\n\n"", ""\n\n"", ""\n\n""]",3,0,30805,240,08193-12288,7473,25,False,ok,0.13255948926291353,1142,66,8615,6,a5d004fc-1479-44ef-9b1f-d73875b02ee6
7,5,2,2,"[""\n\n""]",1,0,25039,241,04097-08192,5529,15,False,ok,0.127642789523509,809,57,6338,2,1839273f-8cc0-4826-9702-542581cce008
17,7,10,2,"[""\n\n""]",1,0,37549,242,08193-12288,8928,35,False,ok,0.19042437431991294,2100,28,11028,10,2d0cdd53-41d2-4d7e-83e0-1b57ff2a1fcd
13,5,8,4,"[""\n\n"", ""\n\n""]",2,0,36742,243,08193-12288,9388,27,False,ok,0.1567412197969999,1745,35,11133,8,d5f6f083-d1a5-4af9-87b4-31b1d2d0ddfa
15,4,11,2,"[""\n\n""]",1,0,51122,244,12289-32768,10939,31,False,ok,0.29302656239901764,4534,99,15473,11,5bc962ea-294f-4b16-a1e6-fee2e2c23570
17,4,13,2,"[""\n\n""]",1,0,40568,245,08193-12288,10881,35,False,ok,0.10796851942941466,1317,76,12198,13,03bb5405-bab0-4115-8139-f15f2fe6b1fc
9,4,5,4,"[""\n\n"", ""\n\n""]",2,0,27129,246,04097-08192,6123,19,False,ok,0.15264323277055078,1103,10,7226,5,ee5d763e-07ad-418c-a26b-510a55d2de60
13,6,7,6,"[""\n\n"", ""\n\n"", ""\n\n""]",3,0,32364,247,08193-12288,7482,27,False,ok,0.17735019241341396,1613,46,9095,7,6d3dabfe-349c-45d9-ae2d-eb5ef77c125a
14,6,8,4,"[""\n\n"", ""\n\n""]",2,0,38073,248,08193-12288,9483,29,False,ok,0.1926613315171122,2263,6,11746,8,055545ed-1ed8-4cf0-b74c-d8d74148ba0e
9,4,5,4,"[""\n\n"", ""\n\n""]",2,0,30680,249,08193-12288,7811,19,False,ok,0.11248721736166345,990,15,8801,5,3eafd6b4-ca53-4e80-b9c4-521203730f7e
16,6,10,4,"[""\n\n"", ""\n\n""]",2,0,40742,250,08193-12288,9908,33,False,ok,0.17515817515817517,2104,72,12012,10,8cbcc854-bb06-4ba5-be36-ab73e718a945
12,6,6,4,"[""\n\n"", ""\n\n""]",2,0,30611,251,08193-12288,7363,25,False,ok,0.12605341246290802,1062,48,8425,6,ee46ac3d-094f-4b10-b605-c999f4288bec
10,4,6,2,"[""\n\n""]",1,0,28798,252,04097-08192,7061,21,False,ok,0.1161597196144699,928,85,7989,6,c205885f-a503-46dc-84c8-c2482a2c81c7
14,4,10,2,"[""\n\n""]",1,0,40564,253,12289-32768,10494,29,False,ok,0.16188802811277053,2027,29,12521,10,337a6867-f6cf-46d1-a2e3-b9dd5d7e0c1b
9,4,5,2,"[""\n\n""]",1,0,29843,254,08193-12288,7361,19,False,ok,0.12358614120728659,1038,75,8399,5,972a1c5b-0a12-4138-82f4-97fe80e72f02
13,5,8,2,"[""\n\n""]",1,0,32815,255,08193-12288,8185,27,False,ok,0.1302730846881309,1226,106,9411,8,bf145668-241c-4108-ba1d-d10b30ef640d
